topology,policy,spray_width,configured_flowlet_gap_ns,configured_flowlet_bytes,configured_flowlet_hysteresis_ns,workload,topology_file,binary,threads,send_latency,status,return_code,jct,wall_seconds,run_dir,width,fabric_legs,sprayed_legs,subflows,fabric_bytes,pending_contexts,pending_send_callbacks,pending_recv_callbacks,links1_qps,links1_bytes,links2_qps,links2_bytes,links3_qps,links3_bytes,links4_qps,links4_bytes,links5_qps,links5_bytes,links6_qps,links6_bytes,links7plus_qps,links7plus_bytes,physical_qps,logical_flows,physical_fct_p50_ns,physical_fct_p95_ns,physical_fct_p99_ns,logical_fct_p50_ns,logical_fct_p95_ns,logical_fct_p99_ns,logical_fct_max_ns,subflow_records,route_qps,route_rows,fabric_logical_flows,mean_unique_paths_per_flow,mean_path_spread,mean_path_coverage,hash_collision_ratio,avoidable_collision_ratio,dynamic_qp_bindings,dynamic_bind_queue_p50,dynamic_bind_queue_p95,dynamic_bind_queue_max,dynamic_bind_zero_queue_ratio,path_aware_qp_bindings,path_score_p50_ns,path_score_p95_ns,path_queue_delay_p95_ns,path_reserved_bytes_p95,path_hops_mean,flowlet_binding_count,flowlet_route_decisions,flowlet_route_switches,link_count,link_bytes_mean,link_bytes_p95,link_bytes_max,link_max_mean_ratio,link_bytes_cov
Meta,spray_adaptive,4,5000,0,500,/home/zty/Topo/SimAI_TyKuro9_spray_algo_iter2/my_workloads/synthetic_allgather_world_size256_64MiB_probe.txt,/home/zty/Topo/SimAI_TyKuro9_spray_algo_iter2/mytopo/Meta_Topo_256g_8gps_400Gbps_A100,/home/zty/Topo/SimAI_TyKuro9_spray_algo_iter2/astra-sim-alibabacloud/extern/network_backend/ns3-interface/simulation/build/scratch/ns3.36.1-AstraSimNetwork-debug,8,3,success,0,1244.599,52.019,/home/zty/Topo/SimAI_TyKuro9_spray_algo_iter2/experiments/ns3_spray/adaptive_dp64_diagnosis_20260717/meta_job/Meta/spray_adaptive,4,1792,1792,7168,15032385536,0,0,0,0,0,0,0,0,0,7168,15032385536,0,0,0,0,0,0,7168,1792,174457.0,175024.0,175330.33,174726.0,175249.45,175698.18,176399,7168,7168,28672,1792,3.3973214285714284,0.8493303571428571,0.8493303571428571,0.5172991071428571,0.5172991071428571,0,,,,,0,,,,,,0,0,0,1024,58975784.0,59060960.0,59060960.0,1.0014442537974568,0.0025015209562197034
