topology,policy,spray_width,configured_flowlet_gap_ns,configured_flowlet_bytes,configured_flowlet_hysteresis_ns,workload,topology_file,binary,threads,send_latency,status,return_code,jct,wall_seconds,run_dir
Meta,spray_adaptive,4,5000,0,500,/home/zty/Topo/SimAI_TyKuro9_spray_algo_iter2/my_workloads/synthetic_allgather_world_size256_1777631232B_probe.txt,/home/zty/Topo/SimAI_TyKuro9_spray_algo_iter2/mytopo/Meta_Topo_256g_8gps_400Gbps_A100,/home/zty/Topo/SimAI_TyKuro9_spray_algo_iter2/astra-sim-alibabacloud/extern/network_backend/ns3-interface/simulation/build/scratch/ns3.36.1-AstraSimNetwork-debug,8,3,success,0,37896.405,965.824,/home/zty/Topo/SimAI_TyKuro9_spray_algo_iter2/experiments/ns3_spray/adaptive_ag1777_diagnosis_20260717/meta_job/Meta/spray_adaptive
