topology,policy,spray_width,configured_flowlet_gap_ns,configured_flowlet_bytes,configured_flowlet_hysteresis_ns,workload,topology_file,binary,threads,send_latency,status,return_code,jct,wall_seconds,run_dir,width,fabric_legs,sprayed_legs,subflows,fabric_bytes,pending_contexts,pending_send_callbacks,pending_recv_callbacks,flowlet_decisions,flowlet_switches,flowlet_gap_triggers,flowlet_byte_triggers,flowlet_link_triggers,flowlet_gap_ns,flowlet_max_bytes,flowlet_hysteresis_ns,source_flowlet_decisions,source_flowlet_switches
Zcube,spray_dynamic,4,5000,0,500,/home/zty/Topo/SimAI_TyKuro9_spray_algo_iter2/my_workloads/synthetic_alltoall_ep_world_size256_tp2_ep16_1MiB.txt,/home/zty/Topo/SimAI_TyKuro9_spray_algo_iter2/mytopo/Zcube_n16_k2_256g_8gps_200Gbps_H100,/home/zty/Topo/SimAI_TyKuro9_spray_algo_iter2/astra-sim-alibabacloud/extern/network_backend/ns3-interface/simulation/build/scratch/ns3.36.1-AstraSimNetwork-debug,1,3,success,-15,35.028,18.221,/home/zty/Topo/SimAI_TyKuro9_spray_algo_iter2/experiments/ns3_spray/flowlet_iter2_ep16_1MiB_default_compare/Zcube/spray_dynamic,,,,,,,,,,,,,,,,,,
Zcube,spray_flowlet,4,5000,0,500,/home/zty/Topo/SimAI_TyKuro9_spray_algo_iter2/my_workloads/synthetic_alltoall_ep_world_size256_tp2_ep16_1MiB.txt,/home/zty/Topo/SimAI_TyKuro9_spray_algo_iter2/mytopo/Zcube_n16_k2_256g_8gps_200Gbps_H100,/home/zty/Topo/SimAI_TyKuro9_spray_algo_iter2/astra-sim-alibabacloud/extern/network_backend/ns3-interface/simulation/build/scratch/ns3.36.1-AstraSimNetwork-debug,1,3,success,0,31.04,17.007,/home/zty/Topo/SimAI_TyKuro9_spray_algo_iter2/experiments/ns3_spray/flowlet_iter2_ep16_1MiB_default_compare/Zcube/spray_flowlet,4,3072,3072,12288,201326592,0,0,9,12727,3421,5559,0,0,5000,0,500,12727,3421
