topology,policy,spray_width,configured_flowlet_gap_ns,configured_flowlet_bytes,configured_flowlet_hysteresis_ns,workload,topology_file,binary,threads,send_latency,status,return_code,jct,wall_seconds,run_dir,width,fabric_legs,sprayed_legs,subflows,fabric_bytes,pending_contexts,pending_send_callbacks,pending_recv_callbacks,flowlet_decisions,flowlet_switches,flowlet_gap_triggers,flowlet_byte_triggers,flowlet_link_triggers,flowlet_gap_ns,flowlet_max_bytes,flowlet_hysteresis_ns,source_flowlet_decisions,source_flowlet_switches,physical_qps,logical_flows,physical_fct_p50_ns,physical_fct_p95_ns,physical_fct_p99_ns,logical_fct_p50_ns,logical_fct_p95_ns,logical_fct_p99_ns,logical_fct_max_ns,subflow_records,route_qps,route_rows,fabric_logical_flows,mean_unique_paths_per_flow,mean_path_spread,mean_path_coverage,hash_collision_ratio,avoidable_collision_ratio,dynamic_qp_bindings,dynamic_bind_queue_p50,dynamic_bind_queue_p95,dynamic_bind_queue_max,dynamic_bind_zero_queue_ratio,path_aware_qp_bindings,path_score_p50_ns,path_score_p95_ns,path_queue_delay_p95_ns,path_reserved_bytes_p95,path_hops_mean,flowlet_binding_count,flowlet_route_decisions,flowlet_route_switches,link_count,link_bytes_mean,link_bytes_p95,link_bytes_max,link_max_mean_ratio,link_bytes_cov
Zcube,spray_dual_table,4,5000,4096,500,/home/zty/Topo/SimAI_TyKuro9_spray_algo_iter2/my_workloads/synthetic_alltoall_global_world_size256_64KiB_smoke.txt,/home/zty/Topo/SimAI_TyKuro9_spray_algo_iter2/mytopo/Zcube_n16_k2_256g_8gps_200Gbps_H100,/home/zty/Topo/SimAI_TyKuro9_spray_algo_iter2/astra-sim-alibabacloud/extern/network_backend/ns3-interface/simulation/build/scratch/ns3.36.1-AstraSimNetwork-debug,8,3,success,0,9.229,193.127,/home/zty/Topo/SimAI_TyKuro9_spray_algo_iter2/experiments/ns3_spray/dual_table_fct_only_smoke_20260715/Zcube/spray_dual_table,4,63488,63488,253952,16252928,0,0,0,0,0,0,0,0,5000,4096,500,0,0,255744,65280,4746.0,6016.0,6574.0,5042.0,6266.0,6734.0,7400,0,0,0,0,,,,,,0,,,,,0,,,,,,0,0,0,0,,,,,
