topology,policy,spray_width,configured_flowlet_gap_ns,configured_flowlet_bytes,configured_flowlet_hysteresis_ns,workload,topology_file,binary,threads,send_latency,status,return_code,jct,wall_seconds,run_dir,width,fabric_legs,sprayed_legs,subflows,fabric_bytes,pending_contexts,pending_send_callbacks,pending_recv_callbacks,flowlet_decisions,flowlet_switches,flowlet_gap_triggers,flowlet_byte_triggers,flowlet_link_triggers,flowlet_gap_ns,flowlet_max_bytes,flowlet_hysteresis_ns,source_flowlet_decisions,source_flowlet_switches,physical_qps,logical_flows,physical_fct_p50_ns,physical_fct_p95_ns,physical_fct_p99_ns,logical_fct_p50_ns,logical_fct_p95_ns,logical_fct_p99_ns,logical_fct_max_ns,subflow_records,route_qps,route_rows,fabric_logical_flows,mean_unique_paths_per_flow,mean_path_spread,mean_path_coverage,hash_collision_ratio,avoidable_collision_ratio,dynamic_qp_bindings,dynamic_bind_queue_p50,dynamic_bind_queue_p95,dynamic_bind_queue_max,dynamic_bind_zero_queue_ratio,path_aware_qp_bindings,path_score_p50_ns,path_score_p95_ns,path_queue_delay_p95_ns,path_reserved_bytes_p95,path_hops_mean,flowlet_binding_count,flowlet_route_decisions,flowlet_route_switches,link_count,link_bytes_mean,link_bytes_p95,link_bytes_max,link_max_mean_ratio,link_bytes_cov
Zcube,spray_flowlet,4,5000,0,500,/home/zty/Topo/SimAI_TyKuro9_spray_algo_iter2/my_workloads/synthetic_alltoall_ep_world_size256_tp2_ep16_1MiB.txt,/home/zty/Topo/SimAI_TyKuro9_spray_algo_iter2/mytopo/Zcube_n16_k2_256g_8gps_200Gbps_H100,/home/zty/Topo/SimAI_TyKuro9_spray_algo_iter2/astra-sim-alibabacloud/extern/network_backend/ns3-interface/simulation/build/scratch/ns3.36.1-AstraSimNetwork-debug,1,3,success,0,30.237,19.008,/home/zty/Topo/SimAI_TyKuro9_spray_algo_iter2/experiments/ns3_spray/flowlet_iter2_ep16_1MiB_safe_detailed/Zcube/spray_flowlet,4,3072,3072,12288,201326592,0,0,0,9624,2165,2456,0,0,5000,0,500,9624,2165,13056,3840,22708.0,31897.5,32959.9,23533.0,32302.0,33266.01000000001,34722,13056,13056,35554,3072,1.5078125,0.376953125,0.9622395833333334,1.0,0.13444010416666666,7926,0.0,22368.0,104524.0,0.7725208175624527,0,,,,,,7168,9624,2165,2048,305028.0,578696.0,718036.0,2.354000288498105,0.4649835984342423
