topology,policy,spray_width,configured_flowlet_gap_ns,configured_flowlet_bytes,configured_flowlet_hysteresis_ns,workload,topology_file,binary,threads,send_latency,status,return_code,jct,wall_seconds,run_dir,width,fabric_legs,sprayed_legs,subflows,fabric_bytes,pending_contexts,pending_send_callbacks,pending_recv_callbacks,physical_qps,logical_flows,physical_fct_p50_ns,physical_fct_p95_ns,physical_fct_p99_ns,logical_fct_p50_ns,logical_fct_p95_ns,logical_fct_p99_ns,logical_fct_max_ns,subflow_records,route_qps,route_rows,fabric_logical_flows,mean_unique_paths_per_flow,mean_path_spread,mean_path_coverage,hash_collision_ratio,avoidable_collision_ratio,dynamic_qp_bindings,dynamic_bind_queue_p50,dynamic_bind_queue_p95,dynamic_bind_queue_max,dynamic_bind_zero_queue_ratio,path_aware_qp_bindings,path_score_p50_ns,path_score_p95_ns,path_queue_delay_p95_ns,path_reserved_bytes_p95,path_hops_mean,flowlet_binding_count,flowlet_route_decisions,flowlet_route_switches,link_count,link_bytes_mean,link_bytes_p95,link_bytes_max,link_max_mean_ratio,link_bytes_cov
Zcube,spray_adaptive,4,5000,0,500,/tmp/zcube_dual_path_dp_smoke.txt,/home/zty/Topo/SimAI_TyKuro9_spray_algo_iter2/mytopo/Zcube_n16_k2_256g_8gps_200Gbps_H100,/home/zty/Topo/SimAI_TyKuro9_spray_algo_iter2/astra-sim-alibabacloud/extern/network_backend/ns3-interface/simulation/build/scratch/ns3.36.1-AstraSimNetwork-debug,4,3,success,0,68.257,17.007,/home/zty/Topo/SimAI_TyKuro9_spray_algo_iter2/experiments/ns3_spray/adaptive_dp_smoke_20260715/Zcube/spray_adaptive,4,1792,1792,7168,234881024,0,0,0,7168,1792,5734.0,7088.0,7088.0,6828.0,7088.0,7088.0,7088,7168,7168,21504,1792,2.916294642857143,0.7290736607142857,1.4581473214285714,1.0,0.0,7168,16384.0,32768.0,32768.0,0.5,7168,3621.0,4621.0,1311.0,131072.0,3.0,7168,0,0,1536,460693.3333333333,461664.0,461664.0,1.0021069692058346,0.0029797044263938795
