topology,policy,spray_width,configured_flowlet_gap_ns,configured_flowlet_bytes,configured_flowlet_hysteresis_ns,workload,topology_file,binary,threads,send_latency,status,return_code,jct,wall_seconds,run_dir,width,fabric_legs,sprayed_legs,subflows,fabric_bytes,pending_contexts,pending_send_callbacks,pending_recv_callbacks,links1_qps,links1_bytes,links2_qps,links2_bytes,links3_qps,links3_bytes,links4_qps,links4_bytes,links5_qps,links5_bytes,links6_qps,links6_bytes,links7plus_qps,links7plus_bytes,physical_qps,logical_flows,physical_fct_p50_ns,physical_fct_p95_ns,physical_fct_p99_ns,logical_fct_p50_ns,logical_fct_p95_ns,logical_fct_p99_ns,logical_fct_max_ns,subflow_records,route_qps,route_rows,fabric_logical_flows,mean_unique_paths_per_flow,mean_path_spread,mean_path_coverage,hash_collision_ratio,avoidable_collision_ratio,dynamic_qp_bindings,dynamic_bind_queue_p50,dynamic_bind_queue_p95,dynamic_bind_queue_max,dynamic_bind_zero_queue_ratio,path_aware_qp_bindings,path_score_p50_ns,path_score_p95_ns,path_queue_delay_p95_ns,path_reserved_bytes_p95,path_hops_mean,flowlet_binding_count,flowlet_route_decisions,flowlet_route_switches,link_count,link_bytes_mean,link_bytes_p95,link_bytes_max,link_max_mean_ratio,link_bytes_cov
Zcube,spray_adaptive,4,5000,0,500,/home/zty/Topo/SimAI_TyKuro9_spray_algo_iter2/my_workloads/synthetic_allgather_world_size256_64MiB_probe.txt,/home/zty/Topo/SimAI_TyKuro9_spray_algo_iter2/mytopo/Zcube_n16_k2_256g_8gps_200Gbps_H100,/home/zty/Topo/SimAI_TyKuro9_spray_algo_iter2/astra-sim-alibabacloud/extern/network_backend/ns3-interface/simulation/build/scratch/ns3.36.1-AstraSimNetwork-debug,8,3,success,0,1231.981,42.016,/home/zty/Topo/SimAI_TyKuro9_spray_algo_iter2/experiments/ns3_spray/adaptive_dp64_diagnosis_20260717/zcube_job/Zcube/spray_adaptive,4,1792,1792,7168,15032385536,0,0,0,0,0,3584,7516192768,0,0,3584,7516192768,0,0,0,0,0,0,7168,1792,172914.0,173046.0,173160.0,172922.0,173160.0,173160.0,173160,7168,7168,21504,1792,2.9135044642857144,0.7283761160714286,1.4567522321428572,1.0,0.0,0,,,,,0,,,,,,0,0,0,1536,29473696.0,29530480.0,29530480.0,1.0019265992293602,0.002724622759418901
