topology,ga,global_batch,jct_us,wall_seconds,max_rss_kb,ga6_jct_us,jct_ratio_vs_ga6,wall_ratio_vs_ga6,rss_ratio_vs_ga6
ROFT,24,768,4102578.528,7504.69,166726576,1142027.250,3.592365,5.935095,3.858180
