policy,topology,fct_us,cdf
spray_dual_table,Zcube,1132.742,0.05101751512096774
spray_dual_table,Zcube,1132.742,0.05122227822580645
spray_dual_table,Zcube,1132.742,0.051427041330645164
spray_dual_table,Zcube,1132.742,0.05163180443548387
spray_dual_table,Zcube,1132.742,0.05182081653225806
spray_dual_table,Zcube,1132.742,0.052025579637096774
spray_dual_table,Zcube,1132.742,0.052230342741935484
spray_dual_table,Zcube,1132.742,0.05241935483870968
spray_dual_table,Zcube,1132.742,0.05262411794354839
spray_dual_table,Zcube,1132.742,0.052828881048387094
spray_dual_table,Zcube,1132.742,0.05301789314516129
spray_dual_table,Zcube,1132.742,0.05322265625
spray_dual_table,Zcube,1132.742,0.05342741935483871
spray_dual_table,Zcube,1132.742,0.05363218245967742
spray_dual_table,Zcube,1132.742,0.05382119455645161
spray_dual_table,Zcube,1132.742,0.05402595766129032
spray_dual_table,Zcube,1132.742,0.05423072076612903
spray_dual_table,Zcube,1132.742,0.054419732862903226
spray_dual_table,Zcube,1132.742,0.05462449596774194
spray_dual_table,Zcube,1132.742,0.05482925907258065
spray_dual_table,Zcube,1132.742,0.055018271169354836
spray_dual_table,Zcube,1132.742,0.05522303427419355
spray_dual_table,Zcube,1132.742,0.05542779737903226
spray_dual_table,Zcube,1132.742,0.05563256048387097
spray_dual_table,Zcube,1132.742,0.055821572580645164
spray_dual_table,Zcube,1132.742,0.05602633568548387
spray_dual_table,Zcube,1132.742,0.05623109879032258
spray_dual_table,Zcube,1132.742,0.056420110887096774
spray_dual_table,Zcube,1132.742,0.056624873991935484
spray_dual_table,Zcube,1132.742,0.056829637096774195
spray_dual_table,Zcube,1132.742,0.05701864919354839
spray_dual_table,Zcube,1132.742,0.057223412298387094
spray_dual_table,Zcube,1132.742,0.057428175403225805
spray_dual_table,Zcube,1132.742,0.057632938508064516
spray_dual_table,Zcube,1132.742,0.05782195060483871
spray_dual_table,Zcube,1132.742,0.05802671370967742
spray_dual_table,Zcube,1132.742,0.05823147681451613
spray_dual_table,Zcube,1132.742,0.05842048891129032
spray_dual_table,Zcube,1132.742,0.05862525201612903
spray_dual_table,Zcube,1132.742,0.05883001512096774
spray_dual_table,Zcube,1132.742,0.05901902721774194
spray_dual_table,Zcube,1132.742,0.05922379032258065
spray_dual_table,Zcube,1132.742,0.05942855342741935
spray_dual_table,Zcube,1132.742,0.05963331653225806
spray_dual_table,Zcube,1132.742,0.05982232862903226
spray_dual_table,Zcube,1132.742,0.06002709173387097
spray_dual_table,Zcube,1132.742,0.06023185483870968
spray_dual_table,Zcube,1132.742,0.06042086693548387
spray_dual_table,Zcube,1132.742,0.06062563004032258
spray_dual_table,Zcube,1132.742,0.06083039314516129
spray_dual_table,Zcube,1132.742,0.061019405241935484
spray_dual_table,Zcube,1132.742,0.061224168346774195
spray_dual_table,Zcube,1132.742,0.061428931451612906
spray_dual_table,Zcube,1132.742,0.06163369455645161
spray_dual_table,Zcube,1132.742,0.061822706653225805
spray_dual_table,Zcube,1132.742,0.062027469758064516
spray_dual_table,Zcube,1132.742,0.062232232862903226
spray_dual_table,Zcube,1132.742,0.06242124495967742
spray_dual_table,Zcube,1132.742,0.06262600806451613
spray_dual_table,Zcube,1132.742,0.06283077116935484
spray_dual_table,Zcube,1132.742,0.06301978326612903
spray_dual_table,Zcube,1132.742,0.06322454637096774
spray_dual_table,Zcube,1132.742,0.06342930947580645
spray_dual_table,Zcube,1132.742,0.06363407258064516
spray_dual_table,Zcube,1132.742,0.06382308467741936
spray_dual_table,Zcube,1132.742,0.06402784778225806
spray_dual_table,Zcube,1132.742,0.06423261088709678
spray_dual_table,Zcube,1132.742,0.06442162298387097
spray_dual_table,Zcube,1132.742,0.06462638608870967
spray_dual_table,Zcube,1132.742,0.06483114919354839
spray_dual_table,Zcube,1132.742,0.06502016129032258
spray_dual_table,Zcube,1132.742,0.0652249243951613
spray_dual_table,Zcube,1132.742,0.0654296875
spray_dual_table,Zcube,1132.742,0.0656344506048387
spray_dual_table,Zcube,1132.742,0.0658234627016129
spray_dual_table,Zcube,1132.742,0.06602822580645161
spray_dual_table,Zcube,1132.742,0.06623298891129033
spray_dual_table,Zcube,1132.742,0.06642200100806452
spray_dual_table,Zcube,1132.742,0.06662676411290322
spray_dual_table,Zcube,1132.742,0.06683152721774194
spray_dual_table,Zcube,1132.742,0.06702053931451613
spray_dual_table,Zcube,1132.742,0.06722530241935484
spray_dual_table,Zcube,1132.742,0.06743006552419355
spray_dual_table,Zcube,1132.742,0.06763482862903226
spray_dual_table,Zcube,1132.742,0.06782384072580645
spray_dual_table,Zcube,1132.742,0.06802860383064516
spray_dual_table,Zcube,1132.742,0.06823336693548387
spray_dual_table,Zcube,1132.742,0.06842237903225806
spray_dual_table,Zcube,1132.742,0.06862714213709678
spray_dual_table,Zcube,1132.742,0.06883190524193548
spray_dual_table,Zcube,1132.742,0.06902091733870967
spray_dual_table,Zcube,1132.742,0.06922568044354839
spray_dual_table,Zcube,1132.742,0.0694304435483871
spray_dual_table,Zcube,1132.742,0.06963520665322581
spray_dual_table,Zcube,1132.742,0.06982421875
spray_dual_table,Zcube,1132.742,0.0700289818548387
spray_dual_table,Zcube,1132.742,0.07023374495967742
spray_dual_table,Zcube,1132.742,0.07042275705645161
spray_dual_table,Zcube,1132.742,0.07062752016129033
spray_dual_table,Zcube,1132.742,0.07083228326612903
spray_dual_table,Zcube,1132.742,0.07102129536290322
spray_dual_table,Zcube,1132.742,0.07122605846774194
spray_dual_table,Zcube,1132.742,0.07143082157258064
spray_dual_table,Zcube,1132.742,0.07163558467741936
spray_dual_table,Zcube,1132.742,0.07182459677419355
spray_dual_table,Zcube,1132.742,0.07202935987903226
spray_dual_table,Zcube,1132.742,0.07223412298387097
spray_dual_table,Zcube,1132.742,0.07242313508064516
spray_dual_table,Zcube,1132.742,0.07262789818548387
spray_dual_table,Zcube,1132.742,0.07283266129032258
spray_dual_table,Zcube,1132.742,0.07302167338709678
spray_dual_table,Zcube,1132.742,0.07322643649193548
spray_dual_table,Zcube,1132.742,0.07343119959677419
spray_dual_table,Zcube,1132.742,0.0736359627016129
spray_dual_table,Zcube,1132.742,0.0738249747983871
spray_dual_table,Zcube,1132.742,0.07402973790322581
spray_dual_table,Zcube,1132.742,0.07423450100806452
spray_dual_table,Zcube,1132.742,0.0744235131048387
spray_dual_table,Zcube,1132.742,0.07462827620967742
spray_dual_table,Zcube,1132.742,0.07483303931451613
spray_dual_table,Zcube,1132.742,0.07502205141129033
spray_dual_table,Zcube,1132.742,0.07522681451612903
spray_dual_table,Zcube,1132.742,0.07543157762096774
spray_dual_table,Zcube,1132.742,0.07563634072580645
spray_dual_table,Zcube,1132.742,0.07582535282258064
spray_dual_table,Zcube,1132.742,0.07603011592741936
spray_dual_table,Zcube,1132.742,0.07623487903225806
spray_dual_table,Zcube,1132.742,0.07642389112903226
spray_dual_table,Zcube,1132.742,0.07662865423387097
spray_dual_table,Zcube,1132.742,0.07683341733870967
spray_dual_table,Zcube,1132.742,0.07702242943548387
spray_dual_table,Zcube,1132.742,0.07722719254032258
spray_dual_table,Zcube,1132.742,0.0774319556451613
spray_dual_table,Zcube,1132.742,0.07763671875
