topology,policy,spray_width,configured_flowlet_gap_ns,configured_flowlet_bytes,configured_flowlet_hysteresis_ns,workload,topology_file,binary,threads,send_latency,status,return_code,jct,wall_seconds,run_dir,width,fabric_legs,sprayed_legs,subflows,fabric_bytes,pending_contexts,pending_send_callbacks,pending_recv_callbacks,links1_qps,links1_bytes,links2_qps,links2_bytes,links3_qps,links3_bytes,links4_qps,links4_bytes,links5_qps,links5_bytes,links6_qps,links6_bytes,links7plus_qps,links7plus_bytes
Zcube,spray_adaptive,4,5000,0,500,/tmp/zcube_dual_path_dp_smoke.txt,/home/zty/Topo/SimAI_TyKuro9_spray_algo_iter2/mytopo/Zcube_n16_k2_256g_8gps_200Gbps_H100,/home/zty/Topo/SimAI_TyKuro9_spray_algo_iter2/astra-sim-alibabacloud/extern/network_backend/ns3-interface/simulation/build/scratch/ns3.36.1-AstraSimNetwork-debug,8,3,success,0,68.619,19.008,/home/zty/Topo/SimAI_TyKuro9_spray_algo_iter2/experiments/ns3_spray/adaptive_dp_smoke_isolated_20260716/Zcube/spray_adaptive,4,1792,1792,7168,234881024,0,0,0,0,0,3584,117440512,0,0,3584,117440512,0,0,0,0,0,0
