topology,policy,spray_width,configured_flowlet_gap_ns,configured_flowlet_bytes,configured_flowlet_hysteresis_ns,workload,topology_file,binary,threads,send_latency,status,return_code,jct,wall_seconds,run_dir,width,fabric_legs,sprayed_legs,subflows,fabric_bytes,pending_contexts,pending_send_callbacks,pending_recv_callbacks,flowlet_decisions,flowlet_switches,flowlet_gap_triggers,flowlet_byte_triggers,flowlet_link_triggers,flowlet_gap_ns,flowlet_max_bytes,flowlet_hysteresis_ns,source_flowlet_decisions,source_flowlet_switches
Zcube,spray_dual_table,4,5000,4096,500,/home/zty/Topo/SimAI_TyKuro9_spray_algo_iter2/my_workloads/H100-gpt_7B-world_size256-tp8-pp4-ep1-gbs24-mbs1-seq2048-MOE-False-GEMM-False-flash_attn-True.txt,/home/zty/Topo/SimAI_TyKuro9_spray_algo_iter2/mytopo/Zcube_n16_k2_256g_8gps_200Gbps_H100,/home/zty/Topo/SimAI_TyKuro9_spray_algo_iter2/astra-sim-alibabacloud/extern/network_backend/ns3-interface/simulation/build/scratch/ns3.36.1-AstraSimNetwork-debug,8,3,success,-15,452549.066,1906.516,/home/zty/Topo/SimAI_TyKuro9_spray_algo_iter2/experiments/ns3_spray/cross_pair_256_dense_ga3_20260715/Zcube/spray_dual_table,4,3584,3584,14336,456608710656,0,0,0,0,0,0,0,0,5000,4096,500,0,0
