topology,policy,spray_width,configured_flowlet_gap_ns,configured_flowlet_bytes,configured_flowlet_hysteresis_ns,workload,topology_file,binary,threads,send_latency,status,return_code,jct,wall_seconds,run_dir,width,fabric_legs,sprayed_legs,subflows,fabric_bytes,pending_contexts,pending_send_callbacks,pending_recv_callbacks
DeepSeek,spray_adaptive,4,5000,0,500,/tmp/zcube_adaptive_64m_probe.txt,/home/zty/Topo/SimAI_TyKuro9_spray_algo_iter2/mytopo/DeepSeek_256g_8gps_p16a0.5_400Gbps_H800,/home/zty/Topo/SimAI_TyKuro9_spray_algo_iter2/astra-sim-alibabacloud/extern/network_backend/ns3-interface/simulation/build/scratch/ns3.36.1-AstraSimNetwork-debug,8,3,success,0,1233.559,34.015,/home/zty/Topo/SimAI_TyKuro9_spray_algo_iter2/experiments/ns3_spray/adaptive_64m_probe_20260715/DeepSeek/spray_adaptive,4,1792,1792,7168,15032385536,0,0,0
